,genes,importance
1627,SIGMAR1,0.0003263787712437009
1499,RP11.977G19.11,0.000326371456084074
1952,ZNF14,0.0003260827551090791
751,ISOC1,0.00032498698966322836
1118,PHGDH,0.00032429879165680526
1007,NDUFAF5,0.00032260770461196224
1614,SERPINB8,0.00032124968313626984
818,LCP2,0.0003200635808550481
555,FLNB,0.0003194634880326841
1773,TCL6,0.00031897897984875246
98,ANXA2R,0.00031868266348042726
1134,PLCXD2,0.00031822420927320465
1228,RBM47,0.0003181911633734026
374,CTC.548K16.6,0.0003179408418572269
535,FASTKD1,0.00031790608749217037
1135,PLD4,0.00031693242910429677
609,GOLIM4,0.0003160085271044229
1232,RELL2,0.00031564658022977264
1925,XXyac.YR21IF11.3,0.0003149965945705638
420,CYTOR,0.0003142042070897317
416,CXCR3,0.0003139922820775255
771,KAT2A,0.0003139067109673379
1212,RAB20,0.00031344625770785684
1066,OSBPL10.AS1,0.0003131815970953969
349,CRISPLD2,0.0003124733586025808
1600,SCRN3,0.00031244841738907464
1671,SLFN12,0.0003123899793513902
1916,WFDC1,0.00031197319831650564
434,DHRS9,0.00031177325448265185
1044,NRROS,0.000311262691343796
132,ARSD,0.00030987140353132416
279,CENPN,0.0003086845807664222
538,FBXL6,0.0003082938808539427
412,CTNNBIP1,0.000307248216757171
1619,SGK1,0.0003068587835842078
800,KLHL3,0.0003067723848704902
1174,PRDX3,0.00030668404981211216
315,CLHC1,0.0003066202544083999
1847,TRAF4,0.00030603636630034805
1663,SLC6A16,0.0003059258964068097
755,ITGAX,0.00030454650397109293
1689,SNX18,0.0003016745333820458
1120,PIGS,0.00030024834953883996
87,AMPD2,0.00030013198850741007
837,LINC00944,0.0002999120228421814
834,LINC00426,0.0002952520465029954
301,CHRM3.AS2,0.00029480477459252604
459,DTX4,0.0002947772423797467
989,NAALADL1,0.0002945271768045527
984,MYO1C,0.0002941791019275353
651,HELLPAR,0.00029363547053384565
1701,SPATA13_ENSG00000182957,0.0002934564184273374
406,CTD.3193K9.4,0.00029326169705653213
1026,NIPSNAP3B,0.0002885612965006556
717,IGLV1.40,0.00028853107778470095
1162,PPIL1,0.0002877821882753745
266,CD9,0.0002869511012170199
565,FOXP1.IT1,0.00028626460836014193
590,GCNT1,0.0002849128814028701
1680,SNHG4,0.000283958531691962
1507,RP3.395M20.9,0.00028391002667347366
1931,YIPF1,0.00028175691999782654
1937,ZBTB17,0.0002814616006873744
2244,EGOT,0.0002799942797276114
670,HNRNPD.DT,0.0002799742451534109
