,genes,importance
4749,ZNF274,0.0002095160152719591
576,CD180,0.00020910228912452572
1405,GBP2,0.0002088240622439024
4350,TNFAIP8,0.00020830566774802004
4375,TNRC6B,0.000208272590719182
282,ARHGEF35.AS1,0.0002081494442187645
2576,ORAI2,0.00020797071423254496
4384,TOMM7,0.00020769221212713944
3052,RNF10,0.00020756250111754086
1416,GGA2,0.00020676951992398815
1138,EIF2S3,0.00020660473098514653
2770,PNPLA8,0.00020575266392053527
4398,TRAF3,0.00020560163633930926
4104,SP110,0.0002047278987384579
1889,KIAA0040,0.0002040545150373709
633,CDK13,0.00020361945760945862
634,CDK14,0.00020322666716342922
4210,TANK,0.00020263703616489202
1347,FOXO1,0.00020255701762610733
3894,SF1,0.00020238406966996547
174,AIF1,0.0002020571564324396
1977,LCP2,0.00020020177368484606
3822,SAMD3,0.00020016408659945438
785,COL4A3,0.00019914813973766996
4042,SMCHD1,0.00019887661848502566
796,COMMD6,0.00019836933261696216
4296,TLR10,0.0001980297293922845
816,CREBRF,0.00019768626321127954
767,CNFN,0.0001970452987102583
3713,RPL36A,0.0001970079857654733
2003,LIMD2,0.00019682321397156605
1303,FCGR3A,0.00019587968926745695
4134,SRRM1,0.00019563733936243016
2518,NSA2,0.00019559108015911782
2172,LST1,0.00019558867429025318
1381,GABPB1.IT1,0.0001952406055045025
286,ARID4A,0.00019375838401881044
768,CNKSR2,0.00019333364301540876
1407,GCC2,0.0001932163354176205
3696,RPL26,0.00019320141988041675
3695,RPL24,0.0001930534848497742
4264,TGFBR2,0.0001927865538252532
4208,TALDO1,0.00019269430791981604
3946,SIT1,0.00019244649903954255
3726,RPL7,0.00019100224488075338
1076,DTX1,0.0001907400620631391
2469,NIBAN1,0.0001906969105608274
1306,FCN1,0.00019067853957972019
4410,TRBC2,0.00019065311756023305
2392,MYO1F,0.00019055888900702892
1141,EIF3F,0.00019046500125763892
4428,TRIM22,0.0001904210245313611
3936,SINHCAF,0.00019024956560922897
1588,HLA.DQA2,0.00018972555134683
1613,HNRNPA1,0.0001890381063117304
2760,PMAIP1,0.0001888887107333461
502,CAPN7,0.00018870665095735979
3667,RPL10P9,0.0001886400610587714
4919,ZNF92,0.00018852792905815953
257,APPL1,0.00018822903433826424
2535,NUCB2,0.0001879111901246874
375,BCL2,0.0001878625466583009
1691,IGFBP7,0.00018775815351899876
4069,SNHG8,0.0001868912905239343
369,BCAS4,0.00018589724188459048
567,CCR7,0.00018589436532634034
4204,TAF7,0.00018545598496759043
4205,TAGAP,0.00018522595077930624
4105,SP140,0.0001851866228538202
713,CHML,0.00018517112617723414
4409,TRBC1,0.00018472148578368785
2292,MIR29B2CHG,0.00018423604185975593
3874,SEPTIN7,0.00018412709881353995
1795,INPP5D,0.00018395644713239484
1773,IL1R2,0.00018245919263802985
493,CALHM6,0.0001819451139865243
1223,FAM107B,0.00018190200692425753
1473,GPR160,0.00018063018292165453
2795,PPM1K,0.0001805937176227666
1816,ISG20,0.0001793720167272045
3051,RNASET2,0.00017895738022645326
2950,RBM4,0.00017893744148752408
4876,ZNF721,0.00017857256448351223
2622,PARP1,0.00017810906761425827
338,ATXN7L3B,0.0001779079260823211
3069,RNPC3,0.00017770557088534286
3660,RP9,0.00017767532803480429
1099,EAPP,0.00017759769731489535
2798,PPP1R14A,0.0001774124819861346
4316,TMEM156,0.00017722997391000678
2909,RAB5IF,0.0001770512215823581
2645,PCF11,0.00017672725435766032
1623,HNRNPH3,0.00017642276089838794
3720,RPL41P2,0.00017635717681442007
2625,PARP15,0.00017635410152077864
1519,GYPC,0.00017602168757466702
1504,GSPT1,0.0001751071650007144
748,CLK4,0.00017495515089234316
998,DDX6,0.00017478446059954092
2787,PPDPF,0.00017468766326458565
968,CYTOR,0.00017444903725891297
3683,RPL18AP3,0.00017442424323600405
3690,RPL22L1,0.00017431896457290296
2650,PDCD4,0.00017391242386181717
1392,GAPT,0.00017373616061074431
4497,TULP4,0.00017261584795833735
2402,N4BP3,0.000172466328651949
4402,TRAF5,0.00017204105399057089
3860,SELENOF,0.00017201942427562614
4148,ST6GAL1,0.00017194051159929023
1368,FUS,0.00017174084933703606
496,CAMK1D,0.0001714120226779383
3847,SCRN1,0.00017118127394987392
2383,MYCBP2,0.00017093842493660246
4138,SRSF5,0.00017039904348109552
1140,EIF3E,0.000170393871697386
2668,PEBP1,0.00016998179282254206
2417,NBEAL1,0.0001697144325871252
1220,FAM102A,0.0001695955513572408
2938,RASSF6,0.00016938730615368943
636,CDKN1B,0.00016927358231801738
1920,KLHL14,0.0001692247107859829
4855,ZNF652,0.00016915401064864492
408,BOD1L1,0.00016882465155784965
2379,MYBL1,0.00016867609636754473
956,CYFIP2,0.0001676761818938805
